,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
25,2021-01-24,15:00,Serie A,Matchweek 19,Sun,Away,L,1,3,Hellas Verona,0.8,1.8,52.0,,Lorenzo Insigne,4-2-3-1,Michael Fabbri,Match Report,,12.0,2.0,17.3,0.0,0,0,2021,Napoli
27,2021-01-31,18:00,Serie A,Matchweek 20,Sun,Home,W,2,0,Parma,1.0,0.3,48.0,,Lorenzo Insigne,4-3-3,Federico La Penna,Match Report,,10.0,3.0,21.9,0.0,0,0,2021,Napoli
29,2021-02-06,20:45,Serie A,Matchweek 21,Sat,Away,L,1,2,Genoa,2.0,1.0,66.0,,Piotr Zieliński,4-3-3,Gianluca Manganiello,Match Report,,26.0,9.0,19.5,0.0,0,0,2021,Napoli
31,2021-02-13,18:00,Serie A,Matchweek 22,Sat,Home,W,1,0,Juventus,1.1,2.2,38.0,,Lorenzo Insigne,4-2-3-1,Daniele Doveri,Match Report,,7.0,1.0,22.9,1.0,1,1,2021,Napoli
33,2021-02-21,18:00,Serie A,Matchweek 23,Sun,Away,L,2,4,Atalanta,0.7,2.2,53.0,,Piotr Zieliński,4-2-3-1,Marco Di Bello,Match Report,,4.0,2.0,14.3,0.0,0,0,2021,Napoli
35,2021-02-28,18:00,Serie A,Matchweek 24,Sun,Home,W,2,0,Benevento,2.0,0.4,61.0,,Lorenzo Insigne,4-2-3-1,Rosario Abisso,Match Report,,18.0,5.0,19.4,1.0,0,0,2021,Napoli
36,2021-03-03,18:30,Serie A,Matchweek 25,Wed,Away,D,3,3,Sassuolo,2.6,2.4,44.0,,Lorenzo Insigne,4-2-3-1,Valerio Marini,Match Report,,15.0,4.0,19.2,0.0,1,1,2021,Napoli
37,2021-03-07,20:45,Serie A,Matchweek 26,Sun,Home,W,3,1,Bologna,1.0,0.7,43.0,,Lorenzo Insigne,4-2-3-1,Daniele Chiffi,Match Report,,14.0,7.0,20.8,0.0,0,0,2021,Napoli
38,2021-03-14,20:45,Serie A,Matchweek 27,Sun,Away,W,1,0,Milan,1.1,1.0,44.0,,Lorenzo Insigne,4-2-3-1,Fabrizio Pasqua,Match Report,,15.0,4.0,21.7,0.0,0,0,2021,Napoli
39,2021-03-21,20:45,Serie A,Matchweek 28,Sun,Away,W,2,0,Roma,0.9,0.6,47.0,,Lorenzo Insigne,4-2-3-1,Marco Di Bello,Match Report,,11.0,5.0,21.4,2.0,0,0,2021,Napoli
40,2021-04-03,15:00,Serie A,Matchweek 29,Sat,Home,W,4,3,Crotone,2.9,1.0,64.0,,Lorenzo Insigne,4-2-3-1,Antonio Di Martino,Match Report,,26.0,8.0,16.6,2.0,0,0,2021,Napoli
41,2021-04-07,18:45,Serie A,Matchweek 3,Wed,Away,L,1,2,Juventus,1.7,1.5,53.0,,Lorenzo Insigne,4-2-3-1,Maurizio Mariani,Match Report,,13.0,3.0,22.1,1.0,1,1,2021,Napoli
42,2021-04-11,15:00,Serie A,Matchweek 30,Sun,Away,W,2,0,Sampdoria,1.7,1.0,57.0,,Lorenzo Insigne,4-2-3-1,Paolo Valeri,Match Report,,20.0,8.0,18.7,0.0,0,0,2021,Napoli
