,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
10,2019-11-02,15:30,Bundesliga,Matchweek 10,Sat,Away,L,0,8,RB Leipzig,0.6,3.3,33.0,38517.0,Jean-Paul Boëtius,4-1-2-1-2◆,Guido Winkmann,Match Report,,9.0,2.0,18.7,0.0,0.0,0.0,2020,Mainz 05
11,2019-11-09,15:30,Bundesliga,Matchweek 11,Sat,Home,L,2,3,Union Berlin,2.3,1.1,56.0,24349.0,Daniel Brosinski,4-3-1-2,Harm Osmers,Match Report,,16.0,5.0,20.2,0.0,0.0,0.0,2020,Mainz 05
12,2019-11-24,18:00,Bundesliga,Matchweek 12,Sun,Away,W,5,1,Hoffenheim,2.5,2.0,37.0,23129.0,Moussa Niakhate,3-4-1-2,Bastian Dankert,Match Report,,12.0,5.0,13.9,0.0,0.0,0.0,2020,Mainz 05
13,2019-12-02,20:30,Bundesliga,Matchweek 13,Mon,Home,W,2,1,Eint Frankfurt,1.9,2.0,54.0,33134.0,Danny Latza,3-4-1-2,Manuel Gräfe,Match Report,,18.0,8.0,20.9,2.0,0.0,0.0,2020,Mainz 05
14,2019-12-07,15:30,Bundesliga,Matchweek 14,Sat,Away,L,1,2,Augsburg,0.5,3.2,48.0,26950.0,Moussa Niakhate,3-4-1-2,Markus Schmidt,Match Report,,12.0,3.0,25.7,0.0,0.0,0.0,2020,Mainz 05
15,2019-12-14,15:30,Bundesliga,Matchweek 15,Sat,Home,L,0,4,Dortmund,0.3,1.4,38.0,33305.0,Moussa Niakhate,3-4-1-2,Benjamin Cortus,Match Report,,9.0,0.0,24.3,0.0,0.0,0.0,2020,Mainz 05
16,2019-12-17,18:30,Bundesliga,Matchweek 16,Tue,Away,W,5,0,Werder Bremen,2.0,1.0,40.0,37720.0,Moussa Niakhate,4-2-3-1,Frank Willenborg,Match Report,,17.0,8.0,17.0,1.0,0.0,0.0,2020,Mainz 05
17,2019-12-21,15:30,Bundesliga,Matchweek 17,Sat,Home,L,0,1,Leverkusen,2.4,1.3,40.0,24345.0,Moussa Niakhate,4-2-3-1,Patrick Ittrich,Match Report,,20.0,2.0,19.0,2.0,0.0,0.0,2020,Mainz 05
18,2020-01-18,15:30,Bundesliga,Matchweek 18,Sat,Home,L,1,2,Freiburg,1.8,1.7,57.0,23138.0,Moussa Niakhate,4-2-3-1,Sven Jablonski,Match Report,,24.0,8.0,18.9,0.0,0.0,0.0,2020,Mainz 05
19,2020-01-25,15:30,Bundesliga,Matchweek 19,Sat,Away,L,1,3,M'Gladbach,1.0,2.6,29.0,49175.0,Moussa Niakhate,4-2-3-1,Felix Zwayer,Match Report,,13.0,9.0,17.3,0.0,0.0,0.0,2020,Mainz 05
20,2020-02-01,15:30,Bundesliga,Matchweek 20,Sat,Home,L,1,3,Bayern Munich,0.4,2.0,32.0,33305.0,Daniel Brosinski,4-2-3-1,Bastian Dankert,Match Report,,8.0,3.0,20.6,1.0,0.0,0.0,2020,Mainz 05
21,2020-02-08,15:30,Bundesliga,Matchweek 21,Sat,Away,W,3,1,Hertha BSC,2.8,0.7,32.0,35049.0,Danny Latza,3-4-3,Martin Petersen,Match Report,,10.0,2.0,18.9,0.0,1.0,1.0,2020,Mainz 05
22,2020-02-16,18:00,Bundesliga,Matchweek 22,Sun,Home,D,0,0,Schalke 04,1.5,0.7,40.0,27482.0,Danny Latza,3-4-3,Guido Winkmann,Match Report,,15.0,5.0,17.9,0.0,0.0,0.0,2020,Mainz 05
23,2020-02-23,18:00,Bundesliga,Matchweek 23,Sun,Away,L,0,4,Wolfsburg,1.1,2.8,44.0,21058.0,Danny Latza,3-4-3,Benjamin Cortus,Match Report,,17.0,3.0,17.6,0.0,0.0,0.0,2020,Mainz 05
24,2020-02-29,15:30,Bundesliga,Matchweek 24,Sat,Home,W,2,0,Paderborn 07,0.9,0.7,45.0,24231.0,Moussa Niakhate,4-4-2,Harm Osmers,Match Report,,8.0,3.0,20.1,1.0,0.0,0.0,2020,Mainz 05
25,2020-03-08,18:00,Bundesliga,Matchweek 25,Sun,Home,D,1,1,Düsseldorf,0.9,2.0,36.0,21409.0,Danny Latza,3-4-3,Harm Osmers,Match Report,,3.0,1.0,16.0,0.0,0.0,0.0,2020,Mainz 05
26,2020-05-17,15:30,Bundesliga,Matchweek 26,Sun,Away,D,2,2,Köln,2.3,2.7,52.0,,Moussa Niakhate,4-2-3-1,Guido Winkmann,Match Report,,11.0,5.0,14.6,0.0,0.0,0.0,2020,Mainz 05
27,2020-05-24,15:30,Bundesliga,Matchweek 27,Sun,Home,L,0,5,RB Leipzig,0.3,4.4,35.0,,Moussa Niakhate,3-4-3,Markus Schmidt,Match Report,,4.0,1.0,14.0,0.0,0.0,0.0,2020,Mainz 05
28,2020-05-27,20:30,Bundesliga,Matchweek 28,Wed,Away,D,1,1,Union Berlin,0.6,0.5,60.0,,Moussa Niakhate,4-2-3-1,Robert Schröder,Match Report,,10.0,2.0,23.5,1.0,0.0,0.0,2020,Mainz 05
29,2020-05-30,15:30,Bundesliga,Matchweek 29,Sat,Home,L,0,1,Hoffenheim,1.4,2.1,50.0,,Moussa Niakhate,4-2-3-1,Sascha Stegemann,Match Report,,18.0,2.0,19.1,1.0,0.0,0.0,2020,Mainz 05
30,2020-06-06,15:30,Bundesliga,Matchweek 30,Sat,Away,W,2,0,Eint Frankfurt,3.0,0.5,34.0,,Danny Latza,4-2-3-1,Felix Brych,Match Report,,17.0,4.0,15.8,1.0,0.0,0.0,2020,Mainz 05
31,2020-06-14,15:30,Bundesliga,Matchweek 31,Sun,Home,L,0,1,Augsburg,1.5,0.9,66.0,,Danny Latza,4-2-3-1,Marco Fritz,Match Report,,17.0,4.0,18.3,1.0,0.0,0.0,2020,Mainz 05
32,2020-06-17,20:30,Bundesliga,Matchweek 32,Wed,Away,W,2,0,Dortmund,1.7,1.3,31.0,,Danny Latza,4-2-3-1,Frank Willenborg,Match Report,,9.0,4.0,24.3,0.0,1.0,1.0,2020,Mainz 05
33,2020-06-20,15:30,Bundesliga,Matchweek 33,Sat,Home,W,3,1,Werder Bremen,2.3,1.8,39.0,,Danny Latza,4-2-3-1,Manuel Gräfe,Match Report,,20.0,11.0,15.8,0.0,0.0,0.0,2020,Mainz 05
34,2020-06-27,15:30,Bundesliga,Matchweek 34,Sat,Away,L,0,1,Leverkusen,0.4,1.5,33.0,,Danny Latza,4-2-3-1,Benjamin Cortus,Match Report,,6.0,1.0,19.8,0.0,0.0,0.0,2020,Mainz 05
1,2019-08-17,15:30,Bundesliga,Matchweek 1,Sat,Away,L,1,2,Wolfsburg,1.2,1.0,53.0,25099.0,Jonas Hector,4-2-3-1,Sven Jablonski,Match Report,,11.0,2.0,17.7,0.0,0.0,0.0,2020,Koln
2,2019-08-23,20:30,Bundesliga,Matchweek 2,Fri,Home,L,1,3,Dortmund,0.9,2.2,27.0,50000.0,Jonas Hector,4-4-2,Christian Dingert,Match Report,,13.0,1.0,14.7,0.0,0.0,0.0,2020,Koln
3,2019-08-31,15:30,Bundesliga,Matchweek 3,Sat,Away,W,2,1,Freiburg,1.7,1.1,47.0,24000.0,Jonas Hector,4-1-3-2,Robert Kampka,Match Report,,10.0,3.0,12.8,0.0,0.0,0.0,2020,Koln
4,2019-09-14,15:30,Bundesliga,Matchweek 4,Sat,Home,L,0,1,M'Gladbach,0.9,1.4,51.0,50000.0,Jonas Hector,4-2-2-2,Deniz Aytekin,Match Report,,14.0,7.0,17.8,0.0,0.0,0.0,2020,Koln
5,2019-09-21,15:30,Bundesliga,Matchweek 5,Sat,Away,L,0,4,Bayern Munich,1.2,2.7,40.0,75000.0,Jonas Hector,4-2-3-1,Patrick Ittrich,Match Report,,14.0,2.0,20.0,2.0,0.0,0.0,2020,Koln
6,2019-09-29,18:00,Bundesliga,Matchweek 6,Sun,Home,L,0,4,Hertha BSC,0.8,1.8,54.0,49700.0,Jonas Hector,4-2-2-2,Sören Storks,Match Report,,9.0,3.0,17.3,1.0,0.0,0.0,2020,Koln
7,2019-10-05,18:30,Bundesliga,Matchweek 7,Sat,Away,D,1,1,Schalke 04,0.9,1.6,45.0,61883.0,Jonas Hector,4-2-3-1,Tobias Welz,Match Report,,9.0,5.0,17.8,0.0,0.0,0.0,2020,Koln
8,2019-10-20,15:30,Bundesliga,Matchweek 8,Sun,Home,W,3,0,Paderborn 07,2.4,0.4,43.0,50000.0,Jonas Hector,4-2-3-1,Manuel Gräfe,Match Report,,17.0,6.0,12.0,0.0,0.0,0.0,2020,Koln
9,2019-10-25,20:30,Bundesliga,Matchweek 9,Fri,Away,L,1,3,Mainz 05,1.3,1.8,53.0,31999.0,Jonas Hector,4-2-3-1,Frank Willenborg,Match Report,,17.0,8.0,19.0,3.0,0.0,0.0,2020,Koln
11,2019-11-03,15:30,Bundesliga,Matchweek 10,Sun,Away,L,0,2,Düsseldorf,1.3,2.0,60.0,51155.0,Jonas Hector,4-2-3-1,Sven Jablonski,Match Report,,8.0,1.0,17.4,0.0,0.0,0.0,2020,Koln
12,2019-11-08,20:30,Bundesliga,Matchweek 11,Fri,Home,L,1,2,Hoffenheim,0.9,2.1,45.0,49100.0,Jonas Hector,3-4-1-2,Robert Kampka,Match Report,,11.0,3.0,20.0,0.0,0.0,0.0,2020,Koln
13,2019-11-23,18:30,Bundesliga,Matchweek 12,Sat,Away,L,1,4,RB Leipzig,0.6,2.3,31.0,42036.0,Jonas Hector,4-3-3,Robert Schröder,Match Report,,6.0,1.0,15.8,0.0,0.0,0.0,2020,Koln
14,2019-11-30,15:30,Bundesliga,Matchweek 13,Sat,Home,D,1,1,Augsburg,1.2,2.1,55.0,49200.0,Jonas Hector,4-4-2,Tobias Stieler,Match Report,,13.0,6.0,16.5,1.0,0.0,0.0,2020,Koln
15,2019-12-08,15:30,Bundesliga,Matchweek 14,Sun,Away,L,0,2,Union Berlin,1.2,1.9,45.0,22012.0,Marco Höger,4-4-1-1,Patrick Ittrich,Match Report,,14.0,4.0,17.4,3.0,0.0,0.0,2020,Koln
16,2019-12-14,15:30,Bundesliga,Matchweek 15,Sat,Home,W,2,0,Leverkusen,1.7,0.2,40.0,49500.0,Jonas Hector,4-1-4-1,Manuel Gräfe,Match Report,,13.0,5.0,17.0,1.0,0.0,0.0,2020,Koln
17,2019-12-18,20:30,Bundesliga,Matchweek 16,Wed,Away,W,4,2,Eint Frankfurt,1.9,1.4,55.0,50300.0,Jonas Hector,4-2-3-1,Deniz Aytekin,Match Report,,21.0,9.0,19.6,1.0,0.0,0.0,2020,Koln
18,2019-12-21,15:30,Bundesliga,Matchweek 17,Sat,Home,W,1,0,Werder Bremen,0.8,0.3,54.0,50000.0,Jonas Hector,4-1-4-1,Daniel Schlager,Match Report,,7.0,1.0,18.2,0.0,0.0,0.0,2020,Koln
19,2020-01-18,15:30,Bundesliga,Matchweek 18,Sat,Home,W,3,1,Wolfsburg,1.1,1.8,48.0,49100.0,Jonas Hector,4-2-3-1,Marco Fritz,Match Report,,12.0,7.0,13.3,0.0,0.0,0.0,2020,Koln
20,2020-01-24,20:30,Bundesliga,Matchweek 19,Fri,Away,L,1,5,Dortmund,1.1,2.8,41.0,81365.0,Jonas Hector,4-2-3-1,Harm Osmers,Match Report,,11.0,5.0,16.2,0.0,0.0,0.0,2020,Koln
21,2020-02-02,15:30,Bundesliga,Matchweek 20,Sun,Home,W,4,0,Freiburg,3.7,0.8,45.0,50000.0,Jonas Hector,4-2-3-1,Robert Kampka,Match Report,,24.0,9.0,16.7,2.0,0.0,0.0,2020,Koln
22,2020-02-16,15:30,Bundesliga,Matchweek 22,Sun,Home,L,1,4,Bayern Munich,2.5,2.6,39.0,50000.0,Jonas Hector,4-2-3-1,Felix Zwayer,Match Report,,13.0,5.0,16.4,0.0,0.0,0.0,2020,Koln
23,2020-02-22,15:30,Bundesliga,Matchweek 23,Sat,Away,W,5,0,Hertha BSC,2.4,0.6,39.0,46207.0,Timo Horn,4-2-3-1,Daniel Schlager,Match Report,,17.0,11.0,16.0,1.0,0.0,0.0,2020,Koln
24,2020-02-29,18:30,Bundesliga,Matchweek 24,Sat,Home,W,3,0,Schalke 04,1.3,0.8,39.0,50000.0,Jonas Hector,4-2-3-1,Manuel Gräfe,Match Report,,11.0,6.0,16.9,1.0,0.0,0.0,2020,Koln
25,2020-03-06,20:00,Bundesliga,Matchweek 25,Fri,Away,W,2,1,Paderborn 07,2.5,0.7,51.0,15000.0,Jonas Hector,4-2-3-1,Daniel Siebert,Match Report,,15.0,3.0,16.0,0.0,0.0,0.0,2020,Koln
26,2020-03-11,18:30,Bundesliga,Matchweek 21,Wed,Away,L,1,2,M'Gladbach,1.2,0.8,47.0,,Jonas Hector,4-2-3-1,Deniz Aytekin,Match Report,,15.0,3.0,15.1,1.0,0.0,0.0,2020,Koln
27,2020-05-17,15:30,Bundesliga,Matchweek 26,Sun,Home,D,2,2,Mainz 05,2.7,2.3,48.0,,Jonas Hector,4-2-3-1,Guido Winkmann,Match Report,,15.0,5.0,15.1,1.0,1.0,1.0,2020,Koln
28,2020-05-24,18:00,Bundesliga,Matchweek 27,Sun,Home,D,2,2,Düsseldorf,1.8,0.4,60.0,,Jonas Hector,4-2-3-1,Benjamin Cortus,Match Report,,14.0,5.0,17.7,0.0,0.0,1.0,2020,Koln
29,2020-05-27,20:30,Bundesliga,Matchweek 28,Wed,Away,L,1,3,Hoffenheim,2.2,1.2,57.0,,Timo Horn,4-2-3-1,Felix Brych,Match Report,,16.0,4.0,19.2,0.0,0.0,1.0,2020,Koln
30,2020-06-01,20:30,Bundesliga,Matchweek 29,Mon,Home,L,2,4,RB Leipzig,1.1,2.9,48.0,,Jonas Hector,4-2-3-1,Christian Dingert,Match Report,,7.0,5.0,16.0,0.0,0.0,0.0,2020,Koln
31,2020-06-07,18:00,Bundesliga,Matchweek 30,Sun,Away,D,1,1,Augsburg,0.8,2.0,50.0,,Jonas Hector,4-2-3-1,Benjamin Cortus,Match Report,,9.0,2.0,17.1,0.0,0.0,0.0,2020,Koln
32,2020-06-13,15:30,Bundesliga,Matchweek 31,Sat,Home,L,1,2,Union Berlin,1.3,0.5,61.0,,Jonas Hector,4-2-3-1,Martin Petersen,Match Report,,10.0,6.0,15.7,0.0,0.0,0.0,2020,Koln
33,2020-06-17,20:30,Bundesliga,Matchweek 32,Wed,Away,L,1,3,Leverkusen,0.6,2.4,33.0,,Timo Horn,4-2-3-1,Sven Jablonski,Match Report,,8.0,1.0,17.4,1.0,0.0,0.0,2020,Koln
34,2020-06-20,15:30,Bundesliga,Matchweek 33,Sat,Home,D,1,1,Eint Frankfurt,1.0,1.4,38.0,,Timo Horn,3-4-1-2,Christian Dingert,Match Report,,3.0,1.0,18.6,0.0,1.0,1.0,2020,Koln
35,2020-06-27,15:30,Bundesliga,Matchweek 34,Sat,Away,L,1,6,Werder Bremen,0.9,2.7,47.0,,Timo Horn,3-1-4-2,Bastian Dankert,Match Report,,6.0,2.0,18.3,1.0,0.0,0.0,2020,Koln
1,2019-08-17,15:30,Bundesliga,Matchweek 1,Sat,Away,L,1,5,Dortmund,0.9,3.2,22.0,81365.0,Daniel Baier,4-2-3-1,Frank Willenborg,Match Report,,5.0,1.0,11.9,0.0,0.0,0.0,2020,Augsburg
2,2019-08-24,15:30,Bundesliga,Matchweek 2,Sat,Home,D,1,1,Union Berlin,1.5,1.1,54.0,27703.0,Daniel Baier,4-2-3-1,Robert Schröder,Match Report,,12.0,4.0,17.6,1.0,0.0,0.0,2020,Augsburg
3,2019-09-01,15:30,Bundesliga,Matchweek 3,Sun,Away,L,2,3,Werder Bremen,1.4,2.3,34.0,40041.0,Daniel Baier,4-4-2,Sören Storks,Match Report,,12.0,6.0,19.2,1.0,0.0,0.0,2020,Augsburg
4,2019-09-14,15:30,Bundesliga,Matchweek 4,Sat,Home,W,2,1,Eint Frankfurt,1.3,1.1,31.0,28513.0,Alfreð Finnbogason,4-4-2,Harm Osmers,Match Report,,8.0,5.0,17.2,0.0,0.0,0.0,2020,Augsburg
5,2019-09-21,15:30,Bundesliga,Matchweek 5,Sat,Away,D,1,1,Freiburg,1.0,1.3,38.0,23800.0,Alfreð Finnbogason,4-4-2,Bastian Dankert,Match Report,,13.0,2.0,19.4,0.0,0.0,0.0,2020,Augsburg
6,2019-09-28,15:30,Bundesliga,Matchweek 6,Sat,Home,L,0,3,Leverkusen,0.3,0.9,26.0,27113.0,Alfreð Finnbogason,4-4-2,Robert Kampka,Match Report,,7.0,1.0,23.0,0.0,0.0,0.0,2020,Augsburg
7,2019-10-06,13:30,Bundesliga,Matchweek 7,Sun,Away,L,1,5,M'Gladbach,1.4,3.0,37.0,50352.0,Rani Khedira,4-4-2,Robert Schröder,Match Report,,14.0,3.0,19.9,0.0,0.0,0.0,2020,Augsburg
8,2019-10-19,15:30,Bundesliga,Matchweek 8,Sat,Home,D,2,2,Bayern Munich,2.3,3.1,23.0,30660.0,Rani Khedira,4-1-4-1,Daniel Siebert,Match Report,,9.0,7.0,14.6,1.0,0.0,0.0,2020,Augsburg
9,2019-10-27,15:30,Bundesliga,Matchweek 9,Sun,Away,D,0,0,Wolfsburg,1.0,1.1,43.0,22630.0,Daniel Baier,4-4-2,Tobias Stieler,Match Report,,10.0,5.0,20.4,1.0,0.0,0.0,2020,Augsburg
10,2019-11-03,18:00,Bundesliga,Matchweek 10,Sun,Home,L,2,3,Schalke 04,1.6,0.5,34.0,30361.0,Daniel Baier,4-2-3-1,Patrick Ittrich,Match Report,,11.0,3.0,20.5,0.0,1.0,1.0,2020,Augsburg
11,2019-11-09,15:30,Bundesliga,Matchweek 11,Sat,Away,W,1,0,Paderborn 07,1.0,1.2,40.0,13758.0,Daniel Baier,4-2-3-1,Marco Fritz,Match Report,,13.0,5.0,20.5,1.0,0.0,0.0,2020,Augsburg
12,2019-11-24,15:30,Bundesliga,Matchweek 12,Sun,Home,W,4,0,Hertha BSC,1.9,0.5,52.0,29233.0,Daniel Baier,4-2-3-1,Sascha Stegemann,Match Report,,14.0,5.0,19.2,1.0,0.0,0.0,2020,Augsburg
13,2019-11-30,15:30,Bundesliga,Matchweek 13,Sat,Away,D,1,1,Köln,2.1,1.2,45.0,49200.0,Daniel Baier,4-2-3-1,Tobias Stieler,Match Report,,10.0,3.0,21.5,0.0,0.0,1.0,2020,Augsburg
14,2019-12-07,15:30,Bundesliga,Matchweek 14,Sat,Home,W,2,1,Mainz 05,3.2,0.5,52.0,26950.0,Daniel Baier,4-2-3-1,Markus Schmidt,Match Report,,17.0,4.0,15.2,0.0,1.0,1.0,2020,Augsburg
15,2019-12-13,20:30,Bundesliga,Matchweek 15,Fri,Away,W,4,2,Hoffenheim,2.4,2.1,24.0,23309.0,Daniel Baier,4-4-2,Bibiana Steinhaus,Match Report,,5.0,3.0,18.2,1.0,1.0,1.0,2020,Augsburg
16,2019-12-17,20:30,Bundesliga,Matchweek 16,Tue,Home,W,3,0,Düsseldorf,1.4,0.6,47.0,27763.0,Daniel Baier,4-2-3-1,Marco Fritz,Match Report,,12.0,7.0,18.5,1.0,0.0,0.0,2020,Augsburg
17,2019-12-21,15:30,Bundesliga,Matchweek 17,Sat,Away,L,1,3,RB Leipzig,0.7,3.8,26.0,40562.0,Daniel Baier,4-2-2-2,Daniel Siebert,Match Report,,6.0,2.0,17.2,0.0,0.0,0.0,2020,Augsburg
18,2020-01-18,15:30,Bundesliga,Matchweek 18,Sat,Home,L,3,5,Dortmund,1.8,3.7,30.0,30660.0,Daniel Baier,4-2-3-1,Manuel Gräfe,Match Report,,13.0,5.0,23.6,2.0,0.0,0.0,2020,Augsburg
19,2020-01-25,15:30,Bundesliga,Matchweek 19,Sat,Away,L,0,2,Union Berlin,1.6,0.8,55.0,22012.0,Daniel Baier,4-2-3-1,Bibiana Steinhaus,Match Report,,24.0,7.0,19.1,3.0,0.0,0.0,2020,Augsburg
20,2020-02-01,15:30,Bundesliga,Matchweek 20,Sat,Home,W,2,1,Werder Bremen,1.2,0.7,51.0,29432.0,Daniel Baier,4-2-2-2,Marco Fritz,Match Report,,15.0,4.0,17.4,1.0,0.0,0.0,2020,Augsburg
21,2020-02-07,20:30,Bundesliga,Matchweek 21,Fri,Away,L,0,5,Eint Frankfurt,0.7,1.9,41.0,48800.0,Daniel Baier,4-2-2-2,Manuel Gräfe,Match Report,,8.0,4.0,19.3,1.0,0.0,0.0,2020,Augsburg
22,2020-02-15,15:30,Bundesliga,Matchweek 22,Sat,Home,D,1,1,Freiburg,0.7,1.3,28.0,26822.0,Daniel Baier,4-2-2-2,Patrick Ittrich,Match Report,,9.0,3.0,21.7,1.0,0.0,0.0,2020,Augsburg
23,2020-02-23,15:30,Bundesliga,Matchweek 23,Sun,Away,L,0,2,Leverkusen,0.7,1.1,25.0,23703.0,Daniel Baier,5-4-1,Sven Jablonski,Match Report,,8.0,3.0,20.2,1.0,0.0,0.0,2020,Augsburg
24,2020-02-29,15:30,Bundesliga,Matchweek 24,Sat,Home,L,2,3,M'Gladbach,0.8,3.0,46.0,29303.0,Jeffrey Gouweleeuw,4-5-1,Markus Schmidt,Match Report,,8.0,3.0,15.8,0.0,0.0,0.0,2020,Augsburg
25,2020-03-08,15:30,Bundesliga,Matchweek 25,Sun,Away,L,0,2,Bayern Munich,0.7,3.5,27.0,75000.0,Daniel Baier,4-2-3-1,Bibiana Steinhaus,Match Report,,6.0,2.0,14.5,0.0,0.0,0.0,2020,Augsburg
26,2020-05-16,15:30,Bundesliga,Matchweek 26,Sat,Home,L,1,2,Wolfsburg,1.3,1.5,40.0,,Daniel Baier,4-2-3-1,Felix Brych,Match Report,,8.0,3.0,16.4,0.0,0.0,0.0,2020,Augsburg
27,2020-05-24,13:30,Bundesliga,Matchweek 27,Sun,Away,W,3,0,Schalke 04,1.3,1.0,29.0,,Rani Khedira,4-2-3-1,Sascha Stegemann,Match Report,,9.0,7.0,20.6,2.0,0.0,0.0,2020,Augsburg
28,2020-05-27,20:30,Bundesliga,Matchweek 28,Wed,Home,D,0,0,Paderborn 07,0.6,1.2,55.0,,Daniel Baier,4-2-3-1,Deniz Aytekin,Match Report,,12.0,3.0,19.7,1.0,0.0,0.0,2020,Augsburg
29,2020-05-30,15:30,Bundesliga,Matchweek 29,Sat,Away,L,0,2,Hertha BSC,1.1,2.1,49.0,,Rani Khedira,4-2-3-1,Sven Jablonski,Match Report,,8.0,3.0,21.2,0.0,0.0,0.0,2020,Augsburg
30,2020-06-07,18:00,Bundesliga,Matchweek 30,Sun,Home,D,1,1,Köln,2.0,0.8,50.0,,Rani Khedira,4-2-3-1,Benjamin Cortus,Match Report,,15.0,4.0,21.0,1.0,0.0,1.0,2020,Augsburg
31,2020-06-14,15:30,Bundesliga,Matchweek 31,Sun,Away,W,1,0,Mainz 05,0.9,1.5,34.0,,Jeffrey Gouweleeuw,4-2-3-1,Marco Fritz,Match Report,,9.0,3.0,19.2,1.0,0.0,0.0,2020,Augsburg
32,2020-06-17,20:30,Bundesliga,Matchweek 32,Wed,Home,L,1,3,Hoffenheim,0.6,2.6,44.0,,Daniel Baier,4-2-3-1,Deniz Aytekin,Match Report,,12.0,5.0,20.7,0.0,0.0,0.0,2020,Augsburg
33,2020-06-20,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,Düsseldorf,1.3,0.5,44.0,,Jeffrey Gouweleeuw,4-2-3-1,Daniel Siebert,Match Report,,11.0,3.0,14.8,1.0,0.0,0.0,2020,Augsburg
34,2020-06-27,15:30,Bundesliga,Matchweek 34,Sat,Home,L,1,2,RB Leipzig,0.2,1.8,35.0,,Alfreð Finnbogason,4-2-3-1,Felix Brych,Match Report,,5.0,1.0,19.3,1.0,0.0,0.0,2020,Augsburg
1,2019-08-17,15:30,Bundesliga,Matchweek 1,Sat,Home,L,1,3,Düsseldorf,1.9,1.0,67.0,42100.0,Niklas Moisander,4-3-3,Felix Zwayer,Match Report,,24.0,10.0,16.0,0.0,0.0,0.0,2020,Werder Bremen
2,2019-08-24,15:30,Bundesliga,Matchweek 2,Sat,Away,L,2,3,Hoffenheim,1.2,0.9,46.0,27333.0,Niklas Moisander,3-4-3,Sascha Stegemann,Match Report,,18.0,5.0,17.7,0.0,0.0,0.0,2020,Werder Bremen
3,2019-09-01,15:30,Bundesliga,Matchweek 3,Sun,Home,W,3,2,Augsburg,2.3,1.4,66.0,40041.0,Niklas Moisander,4-1-2-1-2◆,Sören Storks,Match Report,,15.0,5.0,16.9,0.0,0.0,0.0,2020,Werder Bremen
4,2019-09-14,15:30,Bundesliga,Matchweek 4,Sat,Away,W,2,1,Union Berlin,2.2,1.7,53.0,22012.0,Davy Klaassen,4-1-3-2,Tobias Welz,Match Report,,14.0,5.0,20.8,1.0,1.0,2.0,2020,Werder Bremen
5,2019-09-21,18:30,Bundesliga,Matchweek 5,Sat,Home,L,0,3,RB Leipzig,0.7,1.5,47.0,40550.0,Davy Klaassen,3-5-2,Tobias Stieler,Match Report,,8.0,0.0,18.3,0.0,0.0,0.0,2020,Werder Bremen
6,2019-09-28,18:30,Bundesliga,Matchweek 6,Sat,Away,D,2,2,Dortmund,0.8,1.5,35.0,81365.0,Davy Klaassen,4-2-3-1,Deniz Aytekin,Match Report,,11.0,5.0,17.9,0.0,0.0,0.0,2020,Werder Bremen
7,2019-10-06,18:00,Bundesliga,Matchweek 7,Sun,Away,D,2,2,Eint Frankfurt,1.8,2.9,37.0,51500.0,Davy Klaassen,4-3-3,Guido Winkmann,Match Report,,10.0,4.0,20.1,0.0,1.0,1.0,2020,Werder Bremen
8,2019-10-19,15:30,Bundesliga,Matchweek 8,Sat,Home,D,1,1,Hertha BSC,0.9,0.5,54.0,41447.0,Davy Klaassen,4-3-3,Felix Brych,Match Report,,16.0,5.0,17.9,0.0,0.0,0.0,2020,Werder Bremen
9,2019-10-26,18:30,Bundesliga,Matchweek 9,Sat,Away,D,2,2,Leverkusen,0.9,2.9,38.0,30210.0,Davy Klaassen,4-1-2-1-2◆,Martin Petersen,Match Report,,11.0,3.0,21.2,0.0,0.0,0.0,2020,Werder Bremen
11,2019-11-02,15:30,Bundesliga,Matchweek 10,Sat,Home,D,2,2,Freiburg,1.5,1.2,46.0,41000.0,Davy Klaassen,4-3-3,Christian Dingert,Match Report,,21.0,10.0,18.0,0.0,0.0,0.0,2020,Werder Bremen
12,2019-11-10,13:30,Bundesliga,Matchweek 11,Sun,Away,L,1,3,M'Gladbach,1.7,1.9,47.0,54022.0,Davy Klaassen,4-4-2,Tobias Stieler,Match Report,,15.0,6.0,21.5,1.0,0.0,1.0,2020,Werder Bremen
13,2019-11-23,15:30,Bundesliga,Matchweek 12,Sat,Home,L,1,2,Schalke 04,2.0,0.7,50.0,42100.0,Davy Klaassen,4-1-2-1-2◆,Benjamin Cortus,Match Report,,18.0,5.0,18.5,0.0,0.0,0.0,2020,Werder Bremen
14,2019-12-01,18:00,Bundesliga,Matchweek 13,Sun,Away,W,3,2,Wolfsburg,1.3,2.2,40.0,26012.0,Davy Klaassen,4-3-3,Robert Kampka,Match Report,,9.0,2.0,20.9,0.0,1.0,1.0,2020,Werder Bremen
15,2019-12-08,18:00,Bundesliga,Matchweek 14,Sun,Home,L,0,1,Paderborn 07,1.0,1.4,54.0,39870.0,Niklas Moisander,4-3-3,Sascha Stegemann,Match Report,,12.0,3.0,16.3,0.0,0.0,0.0,2020,Werder Bremen
16,2019-12-14,15:30,Bundesliga,Matchweek 15,Sat,Away,L,1,6,Bayern Munich,0.6,5.5,27.0,75000.0,Davy Klaassen,3-1-4-2,Robert Schröder,Match Report,,10.0,2.0,15.6,0.0,0.0,0.0,2020,Werder Bremen
